x,y,target
-0.3462961196377607,0.9381252568414464,0
0.9389768790591294,-0.3439802619226533,2
-0.9963903072980402,0.0848902557571651,1
-0.3920484531299463,0.9199445691988275,0
-0.5109670501476319,-0.8596002987804433,1
-0.9936995828804267,-0.11207648720077745,1
-0.09322769597731191,0.995644814531147,0
0.8413083340211646,-0.540555535635824,2
-0.5802394183213637,-0.8144459573391506,1
-0.11957228273296033,-0.99282549786054,1
0.8727485199928517,-0.48817007369387855,2
0.8191623136156013,-0.5735617699532765,2
-0.17128055067703934,0.9852222962153111,0
-0.9758975613126043,0.21822912230981378,1
0.9933200017097085,-0.11539226232042032,2
-0.9099435259986357,-0.4147321780295931,1
-0.028588653399449993,0.9995912609145831,0
-0.1509181950037646,0.9885462550719646,0
0.4366002624156685,-0.8996556068066098,1
-0.5379029847644334,0.8430067490723391,0
-0.9951883784828129,0.09798005579070435,1
-0.2899941104772996,0.9570284300314593,0
-0.23481728733154433,0.9720395267530302,0
-0.9258861871971861,-0.3778025520790685,1
-0.07950984371235635,-0.9968340808544001,1
-0.7564723045432697,-0.6540257276736097,1
-0.7750557990793604,-0.6318927981180463,1
-0.4730069397136781,-0.8810587012127518,1
-0.2470908416210866,-0.9689923198802883,1
0.9446326162887756,-0.32812988319173686,2
-0.3708162518284433,0.9287062546251664,0
-0.31625639318387694,0.9486737551815825,0
-0.028086379753806824,-0.9996054998209668,1
0.24084423884911668,0.9705637808063876,0
-0.24765684808584904,0.9688478134341754,0
-0.6777246340951543,0.7353157963355536,0
0.9458303662114164,-0.3246612362946615,2
0.22562343870086327,-0.9742145882241745,1
-0.969094170536429,-0.24669107935292417,1
0.9635755390810321,-0.26743631108115884,2
-0.8141151139948445,0.5807035226044021,0
-0.38355695142420115,0.9235172250771357,0
-0.9296576270850289,-0.3684246142735762,1
-0.4970998569948793,-0.8676933399396762,1
-0.6033749206965996,-0.7974576509598313,1
-0.33288564492372913,0.9429672037794914,0
0.7645810597786958,-0.6445275812777033,2
-0.9747057820670914,0.22349192022303563,1
0.93230670502315,-0.36166864360748385,2
-0.0006762565048868887,0.9999997713385437,0
0.7780455801665207,-0.6282078280181984,2
0.8311802574930954,-0.5560030391587006,2
-0.5448209218271146,0.8385524212232967,0
0.937443897038944,0.3481363811847847,2
-0.6908743988264154,0.7229748024974585,0
-0.7013209859506713,-0.712845617693746,1
0.9913874468519998,-0.13096156010170812,2
0.8817259679017461,-0.4717619288663818,2
-0.9554148190747281,0.29526686826056947,1
0.7865415800912907,-0.6175373209673207,2
0.9579336720933266,-0.2869896859989835,2
-0.15562370617294916,0.9878164111194931,0
0.7193267360840329,-0.6946718986361058,1
0.6025111472954265,-0.7981104669058969,2
-0.948572506303269,-0.3165599473804841,1
0.5001522621248476,-0.8659374773569958,1
0.8629163163495003,-0.5053468422557018,2
-0.7251544182357711,-0.6885862834192534,1
-0.4565435667331121,0.889701057476391,0
-0.28990249452422107,-0.9570561862652757,1
-0.9821817174413278,0.18793369555245737,1
-0.5574978564151204,-0.830178378478111,1
0.29856221300945185,0.9543901743851404,0
-0.3960731635429183,0.9182189548909915,0
-0.9977617683162551,-0.0668689291556233,1
-0.6597916398623217,0.7514485956922059,1
0.834725549278458,-0.5506661941519351,2
0.9967651837508187,0.08036895210338857,2
-0.9221153121885601,-0.38691517290924926,1
-0.8037476892194734,-0.5949702951193083,1
